AA11,AA12,a,b,bs,city,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,p,pimg,r,s,sq,t,tp,type,v,district_code
住,,建德街271~300號,住宅大樓(11層含以上有電梯),48.10%,B,"1,150,000",10709,無,56.86%,十層/十三層,1,,1856,2,1,1,24.12947393517102,120.69408610345052,有,"190,450",bt_05.png,61,45.62,ALYvwLazsswqknJ0bi97OGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,850,Biz,3房2廳2衛有隔間,B02
商,,東英九街31~60號,透天厝,,B,,10709,無,,全/五層,-1,19,1857,2,1,0,24.141907267005152,120.70408489412996,無,"273,028",bt_02.png,13,75.08,6KTxIKX8yqXGMXXw03MvGmSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),"2,050",Biz,4房2廳5衛有隔間,B02
住,,東光園路601~630號,住宅大樓(11層含以上有電梯),47.26%,B,"1,250,000",10709,無,60.24%,三層/十五層,0,,1858,2,1,1,24.141677860984522,120.69765046560372,有,"200,532",bt_05.png,40,47.04,XIZNlZPBh5RcTJR5MYlJc2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,865,Biz,3房2廳2衛有隔間,B02
住,,進化路181~210號,住宅大樓(11層含以上有電梯),46.67%,B,"900,000",10709,無,61.64%,七層/十四層,1,,1859,2,1,1,24.147375098514427,120.69411681582145,有,"239,901",bt_05.png,45,34.75,RzE/tPeAe37KhCbv1YGFVGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,721,Biz,2房2廳1衛有隔間,B02
住,,進化路181~210號,住宅大樓(11層含以上有電梯),47.22%,B,"680,000",10709,無,61.64%,十二層/十四層,1,,1860,2,1,1,24.147375098514427,120.69411681582145,有,"240,255",bt_05.png,45,34.33,N8lsFGJonqgcXY3QEF9BL2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,700,Biz,2房2廳1衛有隔間,B02
住,,進化路181~210號,住宅大樓(11層含以上有電梯),47.77%,B,"680,000",10709,無,61.12%,三層/十四層,1,,1861,2,1,1,24.147375098514427,120.69411681582145,有,"215,861",bt_05.png,45,36.75,xjQSBV2gqO0pq71uXXHza2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,688,Biz,2房2廳1衛有隔間,B02
其他,,樂業南路181~210號,住宅大樓(11層含以上有電梯),40.12%,B,"2,600,000",10709,有,58.96%,十一層/十五層,0,,1862,1,1,2,24.135119504534543,120.694750583471,有,"257,329",bt_05.png,61,57.28,KwQ1JfqcKDhISMl295qA9GSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,263",Biz,3房2廳2衛有隔間,B02
其他,,樂業南路181~210號,住宅大樓(11層含以上有電梯),47.75%,B,"1,200,000",10709,有,58.96%,十層/十五層,0,,1863,1,1,1,24.135119504534543,120.694750583471,有,"261,180",bt_05.png,61,48.13,08z9Cdd7U6YEl4eYJxB7pmSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,138",Biz,3房2廳2衛有隔間,B02
其他,,樂業南路181~210號,住宅大樓(11層含以上有電梯),47.75%,B,"1,200,000",10709,有,58.96%,五層/十五層,0,,1864,1,1,1,24.135119504534543,120.694750583471,有,"243,220",bt_05.png,61,48.13,1+oqx5AESxVUIdpryTjDc2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,068",Biz,3房2廳2衛有隔間,B02
其他,,樂業南路181~210號,住宅大樓(11層含以上有電梯),47.75%,B,"1,200,000",10709,有,58.96%,八層/十五層,0,,1865,1,1,1,24.135119504534543,120.694750583471,有,"248,350",bt_05.png,61,48.13,O/S4Qjlr7hAAhYZIing+MGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,088",Biz,3房2廳2衛有隔間,B02
住,,東和街83巷1~30號,透天厝,,B,,10709,無,,全/四層,0,15,1866,4,1,0,24.131198002782472,120.7045932108982,無,"211,207",bt_02.png,19,66.66,G6sDtlPq3IQ0twXCR+KyQWSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),"1,408",Biz,4房2廳4衛有隔間,B02
住,,六順路1~30號,住宅大樓(11層含以上有電梯),20.79%,B,"10,900,000",10709,無,57.28%,十四層/十四層,-1,2,1867,1,1,11,24.124849364948673,120.70013286332433,有,"218,731",bt_05.png,53,149.93,mTexTiA9NqdFFl4wkneB42SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"2,280",Biz,3房2廳2衛有隔間,B02
住,,南京東路一段331~360號,住宅大樓(11層含以上有電梯),60.65%,B,,10709,無,,二層/十二層,-1,20,1868,2,1,0,24.146775185413706,120.69710072358546,有,"156,288",bt_05.png,43,37.11,MCaUXtOvp+zfjV/Fe2D3sGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),580,Biz,3房2廳2衛有隔間,B02
住,,建德街271~300號,住宅大樓(11層含以上有電梯),40.52%,B,"2,600,000",10709,無,54.60%,十二層/十三層,1,,1869,2,1,2,24.12947393517102,120.69408610345052,有,"203,058",bt_05.png,61,54.49,H2rK52uvE82D5C9zTkZE0GSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,081",Biz,3房2廳2衛有隔間,B02
住,,建德街271~300號,住宅大樓(11層含以上有電梯),46.52%,B,"1,150,000",10709,無,54.61%,九層/十三層,1,,1870,2,1,1,24.12947393517102,120.69408610345052,有,"206,040",bt_05.png,61,47.46,lBPb1ly5uSUVDuOlJDNl52SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,948,Biz,3房2廳2衛有隔間,B02
商,,公園東路121~150號,住宅大樓(11層含以上有電梯),,B,,10709,無,,十三層/十五層,-1,7,1871,1,2,1,24.141945739024752,120.68653950906476,有,"189,623",bt_05.png,67,33.22,18/GGy8dffY9CWggafnkR2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,630,Biz,1房1廳1衛有隔間,B02
住,,富榮街1~30號,住宅大樓(11層含以上有電梯),62.13%,B,,10709,無,,十三層/十四層,-1,18,1872,2,1,0,24.145443537360634,120.69178347228868,有,"166,433",bt_05.png,49,43.26,nJJ8WlT8bAmt2thuZJWuW2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物),720,Biz,3房2廳1衛有隔間,B02
住,,立德街211~240號,住宅大樓(11層含以上有電梯),,B,,10709,無,,七層/十一層,-1,3,1873,1,1,1,24.12991927936907,120.68926018097038,有,"169,243",bt_05.png,31,44.91,Ajw2nV18llBXrnew6DaGwGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,760,Biz,2房1廳2衛有隔間,B02
住,,進化路241~270號,住宅大樓(11層含以上有電梯),59.98%,B,,10709,無,,十三層/十六層,0,19,1874,1,1,0,24.152142432456642,120.6938196061574,有,"153,230",bt_05.png,95,40.14,A6arvThcGomTiFr30QwHemSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),615,Biz,3房2廳2衛有隔間,B02
住,,十甲東路820巷1~30號,透天厝,,B,,10709,無,,全/二層,0,30,1875,2,1,0,24.149050728625692,120.71092020871102,無,"175,696",bt_02.png,11,37.00,fYfB2WpPjiEZ61NvDE+tU2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物),650,Biz,4房2廳3衛有隔間,B02
商,,公園東路121~150號,住宅大樓(11層含以上有電梯),50.18%,B,,10709,無,,八層/十五層,0,7,1876,1,2,1,24.141945739024752,120.68653950906476,有,"189,577",bt_05.png,67,55.91,YKBUVFhylVWa9NsIEMfVLmSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,060",Biz,3房1廳2衛有隔間,B02
商,,東英二街67巷1~30號,透天厝,,B,,10709,無,,全/四層,0,13,1877,3,1,0,24.13514250472045,120.70205158255985,無,"244,588",bt_02.png,17,52.33,GH9JRL2PEgYRfGvQidKjCGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),"1,280",Biz,4房3廳4衛有隔間,B02
住,,六順路1~30號,住宅大樓(11層含以上有電梯),48.50%,B,,10709,無,59.09%,六層/十四層,0,2,1878,1,1,1,24.124849364948673,120.70013286332433,有,"183,147",bt_05.png,53,50.23,dY1/sSp6E1K2hbM8q5XM+2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,920,Biz,3房2廳2衛有隔間,B02
住,,建德街271~300號,住宅大樓(11層含以上有電梯),47.76%,B,"1,150,000",10709,無,55.64%,九層/十三層,0,,1879,2,1,1,24.12947393517102,120.69408610345052,有,"194,056",bt_05.png,61,49.59,/8BxA7uU+AojbzFmVJv4yWSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,941,Biz,3房2廳2衛有隔間,B02
住,,東光園路601~630號,住宅大樓(11層含以上有電梯),47.19%,B,"1,350,000",10709,無,60.14%,二層/十五層,0,,1880,2,1,1,24.141677860984522,120.69765046560372,有,"212,536",bt_05.png,40,47.07,/58tL6VXM1fKuakq3XRa3WSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,920,Biz,3房2廳2衛有隔間,B02
住,,力行路200巷1~30號,住宅大樓(11層含以上有電梯),59.37%,B,,10709,無,,七層/十六層,-1,19,1881,1,1,0,24.152142432456642,120.6938196061574,有,"144,803",bt_05.png,95,49.03,/XD21ffKIKvSCTf6qBUWIGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),710,Biz,3房2廳2衛有隔間,B02
住,,力行路181~210號,店面（店舖),100.00%,B,,10709,無,,"一層,二層,三層,騎樓/三層",-1,43,1882,1,1,0,24.151801222129926,120.69274339793986,無,"405,504",bt_03.png,8,38.22,qCo1XNBaXL8oLQzQ2z+YYWSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),"1,550",Biz,5房2廳3衛有隔間,B02
