AA11,AA12,a,b,bs,city,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,p,pimg,r,s,sq,t,tp,type,v,district_code
住,,沙田路二段470巷1~30號,華廈(10層含以下有電梯),60.65%,B,,10212,無,,二層/七層,-1,19,2666,2,1,0,24.147168485128162,120.5475279243502,無,"60,479",bt_06.png,24,41.34,LS1vWoVMSj7FzlcHQBlWndeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),250,Biz,3房2廳2衛有隔間,B24
住,,王福街113巷1~30號,透天厝,,B,,10212,無,,全/四層,1,,2667,6,1,0,24.1200323574624,120.57991697428884,無,"186,476",bt_02.png,25,48.26,6jJpvoyX/iZsb1A5oS1V1NeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),900,Biz,5房2廳3衛有隔間,B24
鄉村區,乙種建築用地,遊園路二段198巷1~30號,套房(1房(1廳)1衛),100.00%,B,,10212,無,,三層/四層,-1,33,2668,1,1,0,24.173657718803526,120.58188246725113,無,"124,327",bt_07.png,12,7.64,ClK3libKoXLQyRJOoa1vcNeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),95,Biz,1房0廳1衛有隔間,B24
住,,沙田路一段428巷9弄31~60號,透天厝,,B,,10212,無,,全/四層,-1,23,2669,1,1,0,24.124124094675874,120.56667865427228,無,"124,350",bt_02.png,10,56.29,aWgEWFv5/zUUTGYJLDRHCdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),700,Biz,4房2廳3衛有隔間,B24
鄉村區,乙種建築用地,遊園路一段63巷31~60號,透天厝,,B,,10212,無,,全/二層,-1,33,2670,1,1,0,24.159953523784427,120.57359406057665,無,"111,861",bt_02.png,10,41.12,ZlnHehXqSIep/VYXcRCXLteB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),460,Biz,3房1廳2衛有隔間,B24
住,,沙田路一段6巷1~30號,透天厝,,B,,10212,無,,全/四層,1,1,2671,5,1,0,24.119859572187757,120.5796031229894,無,"166,126",bt_02.png,24,46.65,FmoeimZKj1/ryAbPiv03rteB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),775,Biz,5房2廳3衛有隔間,B24
住,,沙田路一段6巷1~30號,透天厝,,B,,10212,無,,全/四層,1,1,2672,5,1,0,24.120180502466276,120.57941909142507,無,"179,183",bt_02.png,24,48.33,0Z067GXxtimIAWOJc2YHEteB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),866,Biz,4房2廳2衛有隔間,B24
一般農業區,丙種建築用地,蔗南路180巷1~30號,公寓(5樓含以下無電梯),100.00%,B,,10212,無,,一層/四層,0,33,2673,1,1,0,24.17440250431194,120.57294128568448,無,"96,403",bt_01.png,17,11.41,5gUMM2UZlRW4ic6/LyjEL9eB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),110,Biz,2房1廳1衛有隔間,B24
鄉村區,特定目的事業用地,瑞井里遊園路一段70巷1弄1~30號,公寓(5樓含以下無電梯),100.00%,B,,10212,無,,二層/四層,-1,31,2674,1,1,0,24.158288143367972,120.57558800374505,無,"76,817",bt_01.png,12,22.13,9pTQVmytlA4DWLPUbUgfUdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),170,Biz,3房1廳1衛有隔間,B24
鄉村區,乙種建築用地,遊園路二段74巷1弄1~30號,公寓(5樓含以下無電梯),100.00%,B,,10212,無,,"四層,電梯樓梯間/四層",-1,33,2675,1,1,0,24.169960416087854,120.58035941467456,無,"234,076",bt_01.png,10,9.40,Vz2cCxscRpVQY8VSl2Z5/teB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),220,Biz,2房1廳1衛有隔間,B24
鄉村區,乙種建築用地,遊園路二段31~60號,店面（店舖),100.00%,B,,10212,無,,"一層,二層,騎樓/二層",-1,34,2676,1,1,0,24.170135479266573,120.57933826580398,無,"387,673",bt_03.png,10,34.05,EtvBez3fjWDVAvZMRUcF0teB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),"1,320",Biz,2房2廳3衛有隔間,B24
住,,大德二街57巷1~30號,透天厝,,B,,10212,無,,全/三層,-1,13,2677,2,1,0,24.157315459745757,120.53891462123362,無,"93,498",bt_02.png,14,44.92,dauf20h26N3/08M5f6Dc+teB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),420,Biz,4房2廳3衛有隔間,B24
鄉村區,乙種建築用地,沙田路二段132巷6弄1~30號,透天厝,,B,,10212,無,,全/二層,0,33,2678,1,1,0,24.14265931254462,120.55598756195943,無,"77,898",bt_02.png,9,26.96,9Ut0S9UUd+LWKTKoRrWkT9eB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),210,Biz,2房1廳2衛有隔間,B24
住,,沙田路一段6巷1~30號,透天厝,,B,,10212,無,,全/四層,1,1,2679,6,1,0,24.1200323574624,120.57991697428884,無,"153,471",bt_02.png,25,50.17,LyIPKvKLOWMQ9LIcRRxUFdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),770,Biz,5房2廳3衛有隔間,B24
住,,沙田路一段6巷1~30號,透天厝,,B,,10212,無,,全/四層,1,1,2680,5,1,0,24.11997478714244,120.57930908869197,無,"160,668",bt_02.png,24,48.67,jv9cTilWzfMA5mHDhVb+SNeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),782,Biz,4房2廳3衛有隔間,B24
住,,大明二街132巷1~30號,透天厝,,B,,10212,無,,全/四層,-1,9,2681,4,1,0,24.15558246240128,120.5404603837589,無,"118,628",bt_02.png,18,51.25,KD38l5SfP4sQ7oJ0cQ+BPNeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),608,Biz,4房3廳3衛有隔間,B24
鄉村區,乙種建築用地,中沙路164巷4弄91~120號,公寓(5樓含以下無電梯),100.00%,B,,10212,無,,一層/見其他登記事項,-1,34,2682,1,1,0,24.173681338010873,120.5791715377445,無,"175,293",bt_01.png,12,22.59,xB/wOSbd2cjUhpEqDIEGTdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),396,Biz,3房2廳2衛有隔間,B24
住,,文昌路三段335巷92弄1~30號,透天厝,,B,,10212,無,,全/二層,-1,18,2683,0,1,0,24.174309778419776,120.52890795430282,無,"85,788",bt_02.png,11,40.80,y+0M5IMkj5wGlzH6MQxAOdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),350,Biz,,B24
鄉村區,乙種建築用地,遊園路二段203巷3弄1~30號,透天厝,,B,,10212,無,,全/三層,-1,33,2684,2,1,0,24.173382873399106,120.57984432264065,無,"271,560",bt_02.png,9,49.71,gaN2qNODr2HzQ+dWAAYXHdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),"1,350",Biz,0房0廳3衛有隔間,B24
住,,自由路301~330號,公寓(5樓含以下無電梯),100.00%,B,,10212,無,,"一層,騎樓/四層",-1,33,2685,2,1,0,24.15198634657514,120.54861079998824,無,"67,164",bt_01.png,11,31.27,qfr7yfOh5MFnVfw8AxdmIteB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),210,Biz,,B24
住,,沙田路一段6巷1~30號,透天厝,,B,,10212,無,,全/四層,1,1,2686,5,1,0,24.120165491739115,120.57937634605545,無,"179,183",bt_02.png,24,48.33,r1RU6FMMXXHHoy7QpTqrSteB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),866,Biz,5房2廳3衛有隔間,B24
住,,沙田路一段6巷1~30號,透天厝,,B,,10212,無,,全/四層,1,1,2687,5,1,0,24.119894329502237,120.57943675096709,無,"162,311",bt_02.png,24,48.67,WRaoTjF4EvG4fZ29NEunCdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),790,Biz,4房2廳3衛有隔間,B24
住,,沙田路一段6巷1~30號,透天厝,,B,,10212,無,,全/四層,1,1,2688,6,1,0,24.119857028164198,120.57966510929384,無,"166,126",bt_02.png,24,46.65,0GQqc5MyJ1tdlKkEAwMbhdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),775,Biz,4房2廳3衛有隔間,B24
住,,王福街113巷1~30號,透天厝,,B,,10212,無,,全/四層,1,,2689,6,1,0,24.1200323574624,120.57991697428884,無,"149,101",bt_02.png,25,51.64,/InJNU3BEMJK/lGzUrjlVdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),770,Biz,6房2廳3衛有隔間,B24
鄉村區,乙種建築用地,中沙路164巷1弄61~90號,透天厝,,B,,10212,無,,全/二層,-1,33,2690,1,1,0,24.17500429295153,120.57809589871695,無,"100,807",bt_02.png,11,29.76,ojqf89KVHqHY6ktOBkIGgteB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),300,Biz,3房1廳2衛有隔間,B24
住,,大德四街1~30號,透天厝,,B,,10212,無,,全/三層,-1,16,2691,1,1,0,24.155489256190727,120.54114512180797,無,"131,779",bt_02.png,9,44.01,+uqOmJAY8VdneSGZvytOJdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),580,Biz,4房2廳3衛有隔間,B24
住,,大明二街91~120號,透天厝,,B,,10212,無,,全/四層,-1,17,2692,1,1,0,24.157137264357466,120.54030475279029,無,"96,840",bt_02.png,10,54.21,hZ6k1uHRB7S4tV5KlH3KYdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),525,Biz,4房3廳3衛有隔間,B24
一般農業區,農牧用地,遊園路一段72北巷31~60號,農舍,,B,,10211,無,,一層/一層,0,16,2693,1,1,0,24.159803714315778,120.57637410041816,無,"1,148,502",bt_10.png,41,25.41,iGCK0MYNrwVYSqPnVM7079eB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),"2,918",Biz,1房1廳1衛有隔間,B24
鄉村區,乙種建築用地,遊園路二段198巷1~30號,公寓(5樓含以下無電梯),100.00%,B,,10211,無,,一層/四層,-1,33,2694,1,1,0,24.173451618703385,120.58176296921565,無,"146,860",bt_01.png,11,21.11,3o8xXN0eNejlCxzz0jSSmteB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),310,Biz,3房2廳1衛有隔間,B24
鄉村區,乙種建築用地,遊園路二段181巷1弄1~30號,透天厝,,B,,10211,無,,全/二層,-1,34,2695,1,1,0,24.172886122959774,120.5804482690449,無,"72,843",bt_02.png,8,30.20,hTEIhwzgnwn8jN4DgBTgcdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),220,Biz,4房2廳2衛有隔間,B24
住,,大東里自由路222巷1~30號,住宅大樓(11層含以上有電梯),66.85%,B,,10211,無,,五層/十二層,-1,19,2696,1,1,0,24.148869389517753,120.55005523591532,有,"74,955",bt_05.png,51,36.02,MCZMsClOOSfEnnWcdkLEBNeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),270,Biz,3房2廳2衛有隔間,B24
